Unnamed: 0,area,crop,year,yield,rainfall,pesticides,temperature,data_source
4226,Brazil,cassava,2008,14.1371,1761.0,312637.0,20.22,kaggle_yield
4227,Brazil,cassava,2008,14.1371,1761.0,312637.0,17.88,kaggle_yield
4228,Brazil,cassava,2008,14.1371,1761.0,312637.0,17.88,kaggle_yield
4229,Brazil,cassava,2008,14.1371,1761.0,312637.0,27.54,kaggle_yield
4230,Brazil,cassava,2008,14.1371,1761.0,312637.0,20.22,kaggle_yield
4231,Brazil,cassava,2008,14.1371,1761.0,312637.0,26.94,kaggle_yield
4232,Brazil,cassava,2008,14.1371,1761.0,312637.0,18.8,kaggle_yield
4233,Brazil,cassava,2008,14.1371,1761.0,312637.0,25.96,kaggle_yield
4234,Brazil,cassava,2008,14.1371,1761.0,312637.0,24.26,kaggle_yield
4235,Brazil,cassava,2008,14.1371,1761.0,312637.0,25.54,kaggle_yield
4236,Brazil,maize,2008,4.08,1761.0,312637.0,21.86,kaggle_yield
4237,Brazil,maize,2008,4.08,1761.0,312637.0,20.22,kaggle_yield
4238,Brazil,maize,2008,4.08,1761.0,312637.0,17.88,kaggle_yield
4239,Brazil,maize,2008,4.08,1761.0,312637.0,17.88,kaggle_yield
4240,Brazil,maize,2008,4.08,1761.0,312637.0,27.54,kaggle_yield
4241,Brazil,maize,2008,4.08,1761.0,312637.0,20.22,kaggle_yield
4242,Brazil,maize,2008,4.08,1761.0,312637.0,26.94,kaggle_yield
4243,Brazil,maize,2008,4.08,1761.0,312637.0,18.8,kaggle_yield
4244,Brazil,maize,2008,4.08,1761.0,312637.0,25.96,kaggle_yield
4245,Brazil,maize,2008,4.08,1761.0,312637.0,24.26,kaggle_yield
4246,Brazil,maize,2008,4.08,1761.0,312637.0,25.54,kaggle_yield
4247,Brazil,potatoes,2008,25.3729,1761.0,312637.0,21.86,kaggle_yield
4248,Brazil,potatoes,2008,25.3729,1761.0,312637.0,20.22,kaggle_yield
4249,Brazil,potatoes,2008,25.3729,1761.0,312637.0,17.88,kaggle_yield
4250,Brazil,potatoes,2008,25.3729,1761.0,312637.0,17.88,kaggle_yield
4251,Brazil,potatoes,2008,25.3729,1761.0,312637.0,27.54,kaggle_yield
4252,Brazil,potatoes,2008,25.3729,1761.0,312637.0,20.22,kaggle_yield
4253,Brazil,potatoes,2008,25.3729,1761.0,312637.0,26.94,kaggle_yield
4254,Brazil,potatoes,2008,25.3729,1761.0,312637.0,18.8,kaggle_yield
4255,Brazil,potatoes,2008,25.3729,1761.0,312637.0,25.96,kaggle_yield
4256,Brazil,potatoes,2008,25.3729,1761.0,312637.0,24.26,kaggle_yield
4257,Brazil,potatoes,2008,25.3729,1761.0,312637.0,25.54,kaggle_yield
4258,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,21.86,kaggle_yield
4259,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,20.22,kaggle_yield
4260,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,17.88,kaggle_yield
4261,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,17.88,kaggle_yield
4262,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,27.54,kaggle_yield
4263,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,20.22,kaggle_yield
4264,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,26.94,kaggle_yield
4265,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,18.8,kaggle_yield
4266,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,25.96,kaggle_yield
4267,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,24.26,kaggle_yield
4268,Brazil,"rice, paddy",2008,4.2311000000000005,1761.0,312637.0,25.54,kaggle_yield
4269,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,21.86,kaggle_yield
4270,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,20.22,kaggle_yield
4271,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,17.88,kaggle_yield
4272,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,17.88,kaggle_yield
4273,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,27.54,kaggle_yield
4274,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,20.22,kaggle_yield
4275,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,26.94,kaggle_yield
4276,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,18.8,kaggle_yield
4277,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,25.96,kaggle_yield
4278,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,24.26,kaggle_yield
4279,Brazil,sorghum,2008,2.4105000000000003,1761.0,312637.0,25.54,kaggle_yield
4280,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,21.86,kaggle_yield
4281,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,20.22,kaggle_yield
4282,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,17.88,kaggle_yield
4283,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,17.88,kaggle_yield
4284,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,27.54,kaggle_yield
4285,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,20.22,kaggle_yield
4286,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,26.94,kaggle_yield
4287,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,18.8,kaggle_yield
4288,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,25.96,kaggle_yield
4289,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,24.26,kaggle_yield
4290,Brazil,soybeans,2008,2.8162000000000003,1761.0,312637.0,25.54,kaggle_yield
4291,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,21.86,kaggle_yield
4292,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,20.22,kaggle_yield
4293,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,17.88,kaggle_yield
4294,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,17.88,kaggle_yield
4295,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,27.54,kaggle_yield
4296,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,20.22,kaggle_yield
4297,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,26.94,kaggle_yield
4298,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,18.8,kaggle_yield
4299,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,25.96,kaggle_yield
4300,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,24.26,kaggle_yield
4301,Brazil,sweet potatoes,2008,12.039800000000001,1761.0,312637.0,25.54,kaggle_yield
4302,Brazil,wheat,2008,2.5497,1761.0,312637.0,21.86,kaggle_yield
4303,Brazil,wheat,2008,2.5497,1761.0,312637.0,20.22,kaggle_yield
4304,Brazil,wheat,2008,2.5497,1761.0,312637.0,17.88,kaggle_yield
4305,Brazil,wheat,2008,2.5497,1761.0,312637.0,17.88,kaggle_yield
4306,Brazil,wheat,2008,2.5497,1761.0,312637.0,27.54,kaggle_yield
4307,Brazil,wheat,2008,2.5497,1761.0,312637.0,20.22,kaggle_yield
4308,Brazil,wheat,2008,2.5497,1761.0,312637.0,26.94,kaggle_yield
4309,Brazil,wheat,2008,2.5497,1761.0,312637.0,18.8,kaggle_yield
4310,Brazil,wheat,2008,2.5497,1761.0,312637.0,25.96,kaggle_yield
4311,Brazil,wheat,2008,2.5497,1761.0,312637.0,24.26,kaggle_yield
4312,Brazil,wheat,2008,2.5497,1761.0,312637.0,25.54,kaggle_yield
4313,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,21.86,kaggle_yield
4314,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,20.22,kaggle_yield
4315,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,17.88,kaggle_yield
4316,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,17.88,kaggle_yield
4317,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,27.54,kaggle_yield
4318,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,20.22,kaggle_yield
4319,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,26.94,kaggle_yield
4320,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,18.8,kaggle_yield
4321,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,25.96,kaggle_yield
4322,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,24.26,kaggle_yield
4323,Brazil,yams,2008,9.375300000000001,1761.0,312637.0,25.54,kaggle_yield
4324,Brazil,cassava,2009,13.8613,1761.0,335742.0,22.25,kaggle_yield
4325,Brazil,cassava,2009,13.8613,1761.0,335742.0,20.78,kaggle_yield
4326,Brazil,cassava,2009,13.8613,1761.0,335742.0,18.38,kaggle_yield
4327,Brazil,cassava,2009,13.8613,1761.0,335742.0,18.38,kaggle_yield
4328,Brazil,cassava,2009,13.8613,1761.0,335742.0,27.39,kaggle_yield
4329,Brazil,cassava,2009,13.8613,1761.0,335742.0,20.78,kaggle_yield
4330,Brazil,cassava,2009,13.8613,1761.0,335742.0,27.39,kaggle_yield
4331,Brazil,cassava,2009,13.8613,1761.0,335742.0,18.84,kaggle_yield
4332,Brazil,cassava,2009,13.8613,1761.0,335742.0,26.3,kaggle_yield
4333,Brazil,cassava,2009,13.8613,1761.0,335742.0,24.98,kaggle_yield
4334,Brazil,cassava,2009,13.8613,1761.0,335742.0,26.0,kaggle_yield
4335,Brazil,maize,2009,3.7145,1761.0,335742.0,22.25,kaggle_yield
4336,Brazil,maize,2009,3.7145,1761.0,335742.0,20.78,kaggle_yield
4337,Brazil,maize,2009,3.7145,1761.0,335742.0,18.38,kaggle_yield
4338,Brazil,maize,2009,3.7145,1761.0,335742.0,18.38,kaggle_yield
4339,Brazil,maize,2009,3.7145,1761.0,335742.0,27.39,kaggle_yield
4340,Brazil,maize,2009,3.7145,1761.0,335742.0,20.78,kaggle_yield
4341,Brazil,maize,2009,3.7145,1761.0,335742.0,27.39,kaggle_yield
4342,Brazil,maize,2009,3.7145,1761.0,335742.0,18.84,kaggle_yield
4343,Brazil,maize,2009,3.7145,1761.0,335742.0,26.3,kaggle_yield
4344,Brazil,maize,2009,3.7145,1761.0,335742.0,24.98,kaggle_yield
4345,Brazil,maize,2009,3.7145,1761.0,335742.0,26.0,kaggle_yield
4346,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,22.25,kaggle_yield
4347,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,20.78,kaggle_yield
4348,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,18.38,kaggle_yield
4349,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,18.38,kaggle_yield
4350,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,27.39,kaggle_yield
4351,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,20.78,kaggle_yield
4352,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,27.39,kaggle_yield
4353,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,18.84,kaggle_yield
4354,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,26.3,kaggle_yield
4355,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,24.98,kaggle_yield
4356,Brazil,potatoes,2009,24.829900000000002,1761.0,335742.0,26.0,kaggle_yield
4357,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,22.25,kaggle_yield
4358,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,20.78,kaggle_yield
4359,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,18.38,kaggle_yield
4360,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,18.38,kaggle_yield
4361,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,27.39,kaggle_yield
4362,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,20.78,kaggle_yield
4363,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,27.39,kaggle_yield
4364,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,18.84,kaggle_yield
4365,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,26.3,kaggle_yield
4366,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,24.98,kaggle_yield
4367,Brazil,"rice, paddy",2009,4.4049000000000005,1761.0,335742.0,26.0,kaggle_yield
4368,Brazil,sorghum,2009,2.3378,1761.0,335742.0,22.25,kaggle_yield
4369,Brazil,sorghum,2009,2.3378,1761.0,335742.0,20.78,kaggle_yield
4370,Brazil,sorghum,2009,2.3378,1761.0,335742.0,18.38,kaggle_yield
4371,Brazil,sorghum,2009,2.3378,1761.0,335742.0,18.38,kaggle_yield
4372,Brazil,sorghum,2009,2.3378,1761.0,335742.0,27.39,kaggle_yield
4373,Brazil,sorghum,2009,2.3378,1761.0,335742.0,20.78,kaggle_yield
4374,Brazil,sorghum,2009,2.3378,1761.0,335742.0,27.39,kaggle_yield
4375,Brazil,sorghum,2009,2.3378,1761.0,335742.0,18.84,kaggle_yield
4376,Brazil,sorghum,2009,2.3378,1761.0,335742.0,26.3,kaggle_yield
4377,Brazil,sorghum,2009,2.3378,1761.0,335742.0,24.98,kaggle_yield
4378,Brazil,sorghum,2009,2.3378,1761.0,335742.0,26.0,kaggle_yield
4379,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,22.25,kaggle_yield
4380,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,20.78,kaggle_yield
4381,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,18.38,kaggle_yield
4382,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,18.38,kaggle_yield
4383,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,27.39,kaggle_yield
4384,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,20.78,kaggle_yield
4385,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,27.39,kaggle_yield
4386,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,18.84,kaggle_yield
4387,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,26.3,kaggle_yield
4388,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,24.98,kaggle_yield
4389,Brazil,soybeans,2009,2.6365000000000003,1761.0,335742.0,26.0,kaggle_yield
4390,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,22.25,kaggle_yield
4391,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,20.78,kaggle_yield
4392,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,18.38,kaggle_yield
4393,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,18.38,kaggle_yield
4394,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,27.39,kaggle_yield
4395,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,20.78,kaggle_yield
4396,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,27.39,kaggle_yield
4397,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,18.84,kaggle_yield
4398,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,26.3,kaggle_yield
4399,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,24.98,kaggle_yield
4400,Brazil,sweet potatoes,2009,11.3035,1761.0,335742.0,26.0,kaggle_yield
4401,Brazil,wheat,2009,2.0802,1761.0,335742.0,22.25,kaggle_yield
4402,Brazil,wheat,2009,2.0802,1761.0,335742.0,20.78,kaggle_yield
4403,Brazil,wheat,2009,2.0802,1761.0,335742.0,18.38,kaggle_yield
4404,Brazil,wheat,2009,2.0802,1761.0,335742.0,18.38,kaggle_yield
4405,Brazil,wheat,2009,2.0802,1761.0,335742.0,27.39,kaggle_yield
4406,Brazil,wheat,2009,2.0802,1761.0,335742.0,20.78,kaggle_yield
4407,Brazil,wheat,2009,2.0802,1761.0,335742.0,27.39,kaggle_yield
4408,Brazil,wheat,2009,2.0802,1761.0,335742.0,18.84,kaggle_yield
4409,Brazil,wheat,2009,2.0802,1761.0,335742.0,26.3,kaggle_yield
4410,Brazil,wheat,2009,2.0802,1761.0,335742.0,24.98,kaggle_yield
4411,Brazil,wheat,2009,2.0802,1761.0,335742.0,26.0,kaggle_yield
4412,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,22.25,kaggle_yield
4413,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,20.78,kaggle_yield
4414,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,18.38,kaggle_yield
4415,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,18.38,kaggle_yield
4416,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,27.39,kaggle_yield
4417,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,20.78,kaggle_yield
4418,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,27.39,kaggle_yield
4419,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,18.84,kaggle_yield
4420,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,26.3,kaggle_yield
4421,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,24.98,kaggle_yield
4422,Brazil,yams,2009,9.459900000000001,1761.0,335742.0,26.0,kaggle_yield
4423,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,22.12,kaggle_yield
4424,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,20.72,kaggle_yield
4425,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,18.18,kaggle_yield
4426,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,18.18,kaggle_yield
4427,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,28.18,kaggle_yield
4428,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,20.72,kaggle_yield
4429,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,27.56,kaggle_yield
4430,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,19.01,kaggle_yield
4431,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,26.3,kaggle_yield
4432,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,24.95,kaggle_yield
4433,Brazil,cassava,2010,13.949900000000001,1761.0,342580.0,25.78,kaggle_yield
4434,Brazil,maize,2010,4.3667,1761.0,342580.0,22.12,kaggle_yield
4435,Brazil,maize,2010,4.3667,1761.0,342580.0,20.72,kaggle_yield
4436,Brazil,maize,2010,4.3667,1761.0,342580.0,18.18,kaggle_yield
4437,Brazil,maize,2010,4.3667,1761.0,342580.0,18.18,kaggle_yield
4438,Brazil,maize,2010,4.3667,1761.0,342580.0,28.18,kaggle_yield
4439,Brazil,maize,2010,4.3667,1761.0,342580.0,20.72,kaggle_yield
4440,Brazil,maize,2010,4.3667,1761.0,342580.0,27.56,kaggle_yield
4441,Brazil,maize,2010,4.3667,1761.0,342580.0,19.01,kaggle_yield
4442,Brazil,maize,2010,4.3667,1761.0,342580.0,26.3,kaggle_yield
4443,Brazil,maize,2010,4.3667,1761.0,342580.0,24.95,kaggle_yield
4444,Brazil,maize,2010,4.3667,1761.0,342580.0,25.78,kaggle_yield
4445,Brazil,potatoes,2010,25.8859,1761.0,342580.0,22.12,kaggle_yield
4446,Brazil,potatoes,2010,25.8859,1761.0,342580.0,20.72,kaggle_yield
4447,Brazil,potatoes,2010,25.8859,1761.0,342580.0,18.18,kaggle_yield
4448,Brazil,potatoes,2010,25.8859,1761.0,342580.0,18.18,kaggle_yield
4449,Brazil,potatoes,2010,25.8859,1761.0,342580.0,28.18,kaggle_yield
4450,Brazil,potatoes,2010,25.8859,1761.0,342580.0,20.72,kaggle_yield
4451,Brazil,potatoes,2010,25.8859,1761.0,342580.0,27.56,kaggle_yield
4452,Brazil,potatoes,2010,25.8859,1761.0,342580.0,19.01,kaggle_yield
4453,Brazil,potatoes,2010,25.8859,1761.0,342580.0,26.3,kaggle_yield
4454,Brazil,potatoes,2010,25.8859,1761.0,342580.0,24.95,kaggle_yield
4455,Brazil,potatoes,2010,25.8859,1761.0,342580.0,25.78,kaggle_yield
4456,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,22.12,kaggle_yield
4457,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,20.72,kaggle_yield
4458,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,18.18,kaggle_yield
4459,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,18.18,kaggle_yield
4460,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,28.18,kaggle_yield
4461,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,20.72,kaggle_yield
4462,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,27.56,kaggle_yield
4463,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,19.01,kaggle_yield
4464,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,26.3,kaggle_yield
4465,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,24.95,kaggle_yield
4466,Brazil,"rice, paddy",2010,4.1271,1761.0,342580.0,25.78,kaggle_yield
4467,Brazil,sorghum,2010,2.3172,1761.0,342580.0,22.12,kaggle_yield
4468,Brazil,sorghum,2010,2.3172,1761.0,342580.0,20.72,kaggle_yield
4469,Brazil,sorghum,2010,2.3172,1761.0,342580.0,18.18,kaggle_yield
4470,Brazil,sorghum,2010,2.3172,1761.0,342580.0,18.18,kaggle_yield
4471,Brazil,sorghum,2010,2.3172,1761.0,342580.0,28.18,kaggle_yield
4472,Brazil,sorghum,2010,2.3172,1761.0,342580.0,20.72,kaggle_yield
4473,Brazil,sorghum,2010,2.3172,1761.0,342580.0,27.56,kaggle_yield
4474,Brazil,sorghum,2010,2.3172,1761.0,342580.0,19.01,kaggle_yield
4475,Brazil,sorghum,2010,2.3172,1761.0,342580.0,26.3,kaggle_yield
4476,Brazil,sorghum,2010,2.3172,1761.0,342580.0,24.95,kaggle_yield
4477,Brazil,sorghum,2010,2.3172,1761.0,342580.0,25.78,kaggle_yield
4478,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,22.12,kaggle_yield
4479,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,20.72,kaggle_yield
4480,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,18.18,kaggle_yield
4481,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,18.18,kaggle_yield
4482,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,28.18,kaggle_yield
4483,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,20.72,kaggle_yield
4484,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,27.56,kaggle_yield
4485,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,19.01,kaggle_yield
4486,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,26.3,kaggle_yield
4487,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,24.95,kaggle_yield
4488,Brazil,soybeans,2010,2.9475000000000002,1761.0,342580.0,25.78,kaggle_yield
4489,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,22.12,kaggle_yield
4490,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,20.72,kaggle_yield
4491,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,18.18,kaggle_yield
4492,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,18.18,kaggle_yield
4493,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,28.18,kaggle_yield
4494,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,20.72,kaggle_yield
4495,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,27.56,kaggle_yield
4496,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,19.01,kaggle_yield
4497,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,26.3,kaggle_yield
4498,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,24.95,kaggle_yield
4499,Brazil,sweet potatoes,2010,11.8459,1761.0,342580.0,25.78,kaggle_yield
4500,Brazil,wheat,2010,2.8288,1761.0,342580.0,22.12,kaggle_yield
4501,Brazil,wheat,2010,2.8288,1761.0,342580.0,20.72,kaggle_yield
4502,Brazil,wheat,2010,2.8288,1761.0,342580.0,18.18,kaggle_yield
4503,Brazil,wheat,2010,2.8288,1761.0,342580.0,18.18,kaggle_yield
4504,Brazil,wheat,2010,2.8288,1761.0,342580.0,28.18,kaggle_yield
4505,Brazil,wheat,2010,2.8288,1761.0,342580.0,20.72,kaggle_yield
4506,Brazil,wheat,2010,2.8288,1761.0,342580.0,27.56,kaggle_yield
4507,Brazil,wheat,2010,2.8288,1761.0,342580.0,19.01,kaggle_yield
4508,Brazil,wheat,2010,2.8288,1761.0,342580.0,26.3,kaggle_yield
4509,Brazil,wheat,2010,2.8288,1761.0,342580.0,24.95,kaggle_yield
4510,Brazil,wheat,2010,2.8288,1761.0,342580.0,25.78,kaggle_yield
4511,Brazil,yams,2010,9.5332,1761.0,342580.0,22.12,kaggle_yield
4512,Brazil,yams,2010,9.5332,1761.0,342580.0,20.72,kaggle_yield
4513,Brazil,yams,2010,9.5332,1761.0,342580.0,18.18,kaggle_yield
4514,Brazil,yams,2010,9.5332,1761.0,342580.0,18.18,kaggle_yield
4515,Brazil,yams,2010,9.5332,1761.0,342580.0,28.18,kaggle_yield
4516,Brazil,yams,2010,9.5332,1761.0,342580.0,20.72,kaggle_yield
4517,Brazil,yams,2010,9.5332,1761.0,342580.0,27.56,kaggle_yield
4518,Brazil,yams,2010,9.5332,1761.0,342580.0,19.01,kaggle_yield
4519,Brazil,yams,2010,9.5332,1761.0,342580.0,26.3,kaggle_yield
4520,Brazil,yams,2010,9.5332,1761.0,342580.0,24.95,kaggle_yield
4521,Brazil,yams,2010,9.5332,1761.0,342580.0,25.78,kaggle_yield
4522,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,21.74,kaggle_yield
4523,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,20.33,kaggle_yield
4524,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,18.01,kaggle_yield
4525,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,18.01,kaggle_yield
4526,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,27.36,kaggle_yield
4527,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,20.33,kaggle_yield
4528,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,27.29,kaggle_yield
4529,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,18.82,kaggle_yield
4530,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,25.89,kaggle_yield
4531,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,24.32,kaggle_yield
4532,Brazil,cassava,2011,14.623000000000001,1761.0,345026.0,25.28,kaggle_yield
4533,Brazil,maize,2011,4.2107,1761.0,345026.0,21.74,kaggle_yield
4534,Brazil,maize,2011,4.2107,1761.0,345026.0,20.33,kaggle_yield
4535,Brazil,maize,2011,4.2107,1761.0,345026.0,18.01,kaggle_yield
4536,Brazil,maize,2011,4.2107,1761.0,345026.0,18.01,kaggle_yield
4537,Brazil,maize,2011,4.2107,1761.0,345026.0,27.36,kaggle_yield
4538,Brazil,maize,2011,4.2107,1761.0,345026.0,20.33,kaggle_yield
4539,Brazil,maize,2011,4.2107,1761.0,345026.0,27.29,kaggle_yield
