rainfall,temperature,pesticides,yield,data_source
1761.0,18.67,151523.0,1.8654,kaggle_yield
1761.0,27.69,151523.0,1.8654,kaggle_yield
1761.0,27.08,151523.0,1.8654,kaggle_yield
1761.0,19.73,151523.0,1.8654,kaggle_yield
1761.0,26.08,151523.0,1.8654,kaggle_yield
1761.0,24.99,151523.0,1.8654,kaggle_yield
1761.0,25.59,151523.0,1.8654,kaggle_yield
1761.0,22.14,151523.0,2.7105,kaggle_yield
1761.0,20.96,151523.0,2.7105,kaggle_yield
1761.0,18.67,151523.0,2.7105,kaggle_yield
1761.0,27.69,151523.0,2.7105,kaggle_yield
1761.0,27.08,151523.0,2.7105,kaggle_yield
1761.0,19.73,151523.0,2.7105,kaggle_yield
1761.0,26.08,151523.0,2.7105,kaggle_yield
1761.0,24.99,151523.0,2.7105,kaggle_yield
1761.0,25.59,151523.0,2.7105,kaggle_yield
1761.0,22.14,151523.0,11.3496,kaggle_yield
1761.0,20.96,151523.0,11.3496,kaggle_yield
1761.0,18.67,151523.0,11.3496,kaggle_yield
1761.0,27.69,151523.0,11.3496,kaggle_yield
1761.0,27.08,151523.0,11.3496,kaggle_yield
1761.0,19.73,151523.0,11.3496,kaggle_yield
1761.0,26.08,151523.0,11.3496,kaggle_yield
1761.0,24.99,151523.0,11.3496,kaggle_yield
1761.0,25.59,151523.0,11.3496,kaggle_yield
1761.0,22.14,151523.0,1.9488,kaggle_yield
1761.0,20.96,151523.0,1.9488,kaggle_yield
1761.0,18.67,151523.0,1.9488,kaggle_yield
1761.0,27.69,151523.0,1.9488,kaggle_yield
1761.0,27.08,151523.0,1.9488,kaggle_yield
1761.0,19.73,151523.0,1.9488,kaggle_yield
1761.0,26.08,151523.0,1.9488,kaggle_yield
1761.0,24.99,151523.0,1.9488,kaggle_yield
1761.0,25.59,151523.0,1.9488,kaggle_yield
1761.0,22.14,151523.0,9.0385,kaggle_yield
1761.0,20.96,151523.0,9.0385,kaggle_yield
1761.0,18.67,151523.0,9.0385,kaggle_yield
1761.0,27.69,151523.0,9.0385,kaggle_yield
1761.0,27.08,151523.0,9.0385,kaggle_yield
1761.0,19.73,151523.0,9.0385,kaggle_yield
1761.0,26.08,151523.0,9.0385,kaggle_yield
1761.0,24.99,151523.0,9.0385,kaggle_yield
1761.0,25.59,151523.0,9.0385,kaggle_yield
1761.0,22.5,145552.0,13.7949,kaggle_yield
1761.0,21.3,145552.0,13.7949,kaggle_yield
1761.0,19.09,145552.0,13.7949,kaggle_yield
1761.0,27.85,145552.0,13.7949,kaggle_yield
1761.0,27.27,145552.0,13.7949,kaggle_yield
1761.0,19.49,145552.0,13.7949,kaggle_yield
1761.0,26.01,145552.0,13.7949,kaggle_yield
1761.0,25.18,145552.0,13.7949,kaggle_yield
1761.0,25.56,145552.0,13.7949,kaggle_yield
1761.0,22.5,145552.0,3.0559000000000003,kaggle_yield
1761.0,21.3,145552.0,3.0559000000000003,kaggle_yield
1761.0,19.09,145552.0,3.0559000000000003,kaggle_yield
1761.0,27.85,145552.0,3.0559000000000003,kaggle_yield
1761.0,27.27,145552.0,3.0559000000000003,kaggle_yield
1761.0,19.49,145552.0,3.0559000000000003,kaggle_yield
1761.0,26.01,145552.0,3.0559000000000003,kaggle_yield
1761.0,25.18,145552.0,3.0559000000000003,kaggle_yield
1761.0,25.56,145552.0,3.0559000000000003,kaggle_yield
1761.0,22.5,145552.0,19.4038,kaggle_yield
1761.0,21.3,145552.0,19.4038,kaggle_yield
1761.0,19.09,145552.0,19.4038,kaggle_yield
1761.0,27.85,145552.0,19.4038,kaggle_yield
1761.0,27.27,145552.0,19.4038,kaggle_yield
1761.0,19.49,145552.0,19.4038,kaggle_yield
1761.0,26.01,145552.0,19.4038,kaggle_yield
1761.0,25.18,145552.0,19.4038,kaggle_yield
1761.0,25.56,145552.0,19.4038,kaggle_yield
1761.0,22.5,145552.0,3.3246,kaggle_yield
1761.0,21.3,145552.0,3.3246,kaggle_yield
1761.0,19.09,145552.0,3.3246,kaggle_yield
1761.0,27.85,145552.0,3.3246,kaggle_yield
1761.0,27.27,145552.0,3.3246,kaggle_yield
1761.0,19.49,145552.0,3.3246,kaggle_yield
1761.0,26.01,145552.0,3.3246,kaggle_yield
1761.0,25.18,145552.0,3.3246,kaggle_yield
1761.0,25.56,145552.0,3.3246,kaggle_yield
1761.0,22.5,145552.0,1.8573,kaggle_yield
1761.0,21.3,145552.0,1.8573,kaggle_yield
1761.0,19.09,145552.0,1.8573,kaggle_yield
1761.0,27.85,145552.0,1.8573,kaggle_yield
1761.0,27.27,145552.0,1.8573,kaggle_yield
1761.0,19.49,145552.0,1.8573,kaggle_yield
1761.0,26.01,145552.0,1.8573,kaggle_yield
1761.0,25.18,145552.0,1.8573,kaggle_yield
1761.0,25.56,145552.0,1.8573,kaggle_yield
1761.0,22.5,145552.0,2.5739,kaggle_yield
1761.0,21.3,145552.0,2.5739,kaggle_yield
1761.0,19.09,145552.0,2.5739,kaggle_yield
1761.0,27.85,145552.0,2.5739,kaggle_yield
1761.0,27.27,145552.0,2.5739,kaggle_yield
1761.0,19.49,145552.0,2.5739,kaggle_yield
1761.0,26.01,145552.0,2.5739,kaggle_yield
1761.0,25.18,145552.0,2.5739,kaggle_yield
1761.0,25.56,145552.0,2.5739,kaggle_yield
1761.0,22.5,145552.0,11.3463,kaggle_yield
1761.0,21.3,145552.0,11.3463,kaggle_yield
1761.0,19.09,145552.0,11.3463,kaggle_yield
1761.0,27.85,145552.0,11.3463,kaggle_yield
1761.0,27.27,145552.0,11.3463,kaggle_yield
1761.0,19.49,145552.0,11.3463,kaggle_yield
1761.0,26.01,145552.0,11.3463,kaggle_yield
1761.0,25.18,145552.0,11.3463,kaggle_yield
1761.0,25.56,145552.0,11.3463,kaggle_yield
1761.0,22.5,145552.0,1.4754,kaggle_yield
1761.0,21.3,145552.0,1.4754,kaggle_yield
1761.0,19.09,145552.0,1.4754,kaggle_yield
1761.0,27.85,145552.0,1.4754,kaggle_yield
1761.0,27.27,145552.0,1.4754,kaggle_yield
1761.0,19.49,145552.0,1.4754,kaggle_yield
1761.0,26.01,145552.0,1.4754,kaggle_yield
1761.0,25.18,145552.0,1.4754,kaggle_yield
1761.0,25.56,145552.0,1.4754,kaggle_yield
1761.0,22.5,145552.0,9.2,kaggle_yield
1761.0,21.3,145552.0,9.2,kaggle_yield
1761.0,19.09,145552.0,9.2,kaggle_yield
1761.0,27.85,145552.0,9.2,kaggle_yield
1761.0,27.27,145552.0,9.2,kaggle_yield
1761.0,19.49,145552.0,9.2,kaggle_yield
1761.0,26.01,145552.0,9.2,kaggle_yield
1761.0,25.18,145552.0,9.2,kaggle_yield
1761.0,25.56,145552.0,9.2,kaggle_yield
1761.0,21.59,214725.0,13.6343,kaggle_yield
1761.0,20.05,214725.0,13.6343,kaggle_yield
1761.0,17.88,214725.0,13.6343,kaggle_yield
1761.0,27.72,214725.0,13.6343,kaggle_yield
1761.0,27.24,214725.0,13.6343,kaggle_yield
1761.0,18.75,214725.0,13.6343,kaggle_yield
1761.0,25.94,214725.0,13.6343,kaggle_yield
1761.0,24.24,214725.0,13.6343,kaggle_yield
1761.0,25.37,214725.0,13.6343,kaggle_yield
1761.0,21.59,214725.0,3.3671,kaggle_yield
1761.0,20.05,214725.0,3.3671,kaggle_yield
1761.0,17.88,214725.0,3.3671,kaggle_yield
1761.0,27.72,214725.0,3.3671,kaggle_yield
1761.0,27.24,214725.0,3.3671,kaggle_yield
1761.0,18.75,214725.0,3.3671,kaggle_yield
1761.0,25.94,214725.0,3.3671,kaggle_yield
1761.0,24.24,214725.0,3.3671,kaggle_yield
1761.0,25.37,214725.0,3.3671,kaggle_yield
1761.0,21.59,214725.0,21.352500000000003,kaggle_yield
1761.0,20.05,214725.0,21.352500000000003,kaggle_yield
1761.0,17.88,214725.0,21.352500000000003,kaggle_yield
1761.0,27.72,214725.0,21.352500000000003,kaggle_yield
1761.0,27.24,214725.0,21.352500000000003,kaggle_yield
1761.0,18.75,214725.0,21.352500000000003,kaggle_yield
1761.0,25.94,214725.0,21.352500000000003,kaggle_yield
1761.0,24.24,214725.0,21.352500000000003,kaggle_yield
1761.0,25.37,214725.0,21.352500000000003,kaggle_yield
1761.0,21.59,214725.0,3.5565,kaggle_yield
1761.0,20.05,214725.0,3.5565,kaggle_yield
1761.0,17.88,214725.0,3.5565,kaggle_yield
1761.0,27.72,214725.0,3.5565,kaggle_yield
1761.0,27.24,214725.0,3.5565,kaggle_yield
1761.0,18.75,214725.0,3.5565,kaggle_yield
1761.0,25.94,214725.0,3.5565,kaggle_yield
1761.0,24.24,214725.0,3.5565,kaggle_yield
1761.0,25.37,214725.0,3.5565,kaggle_yield
1761.0,21.59,214725.0,2.3187,kaggle_yield
1761.0,20.05,214725.0,2.3187,kaggle_yield
1761.0,17.88,214725.0,2.3187,kaggle_yield
1761.0,27.72,214725.0,2.3187,kaggle_yield
1761.0,27.24,214725.0,2.3187,kaggle_yield
1761.0,18.75,214725.0,2.3187,kaggle_yield
1761.0,25.94,214725.0,2.3187,kaggle_yield
1761.0,24.24,214725.0,2.3187,kaggle_yield
1761.0,25.37,214725.0,2.3187,kaggle_yield
1761.0,21.59,214725.0,2.3005,kaggle_yield
1761.0,20.05,214725.0,2.3005,kaggle_yield
1761.0,17.88,214725.0,2.3005,kaggle_yield
1761.0,27.72,214725.0,2.3005,kaggle_yield
1761.0,27.24,214725.0,2.3005,kaggle_yield
1761.0,18.75,214725.0,2.3005,kaggle_yield
1761.0,25.94,214725.0,2.3005,kaggle_yield
1761.0,24.24,214725.0,2.3005,kaggle_yield
1761.0,25.37,214725.0,2.3005,kaggle_yield
1761.0,21.59,214725.0,11.4957,kaggle_yield
1761.0,20.05,214725.0,11.4957,kaggle_yield
1761.0,17.88,214725.0,11.4957,kaggle_yield
1761.0,27.72,214725.0,11.4957,kaggle_yield
1761.0,27.24,214725.0,11.4957,kaggle_yield
1761.0,18.75,214725.0,11.4957,kaggle_yield
1761.0,25.94,214725.0,11.4957,kaggle_yield
1761.0,24.24,214725.0,11.4957,kaggle_yield
1761.0,25.37,214725.0,11.4957,kaggle_yield
1761.0,21.59,214725.0,2.0728,kaggle_yield
1761.0,20.05,214725.0,2.0728,kaggle_yield
1761.0,17.88,214725.0,2.0728,kaggle_yield
1761.0,27.72,214725.0,2.0728,kaggle_yield
1761.0,27.24,214725.0,2.0728,kaggle_yield
1761.0,18.75,214725.0,2.0728,kaggle_yield
1761.0,25.94,214725.0,2.0728,kaggle_yield
1761.0,24.24,214725.0,2.0728,kaggle_yield
1761.0,25.37,214725.0,2.0728,kaggle_yield
1761.0,21.59,214725.0,9.2345,kaggle_yield
1761.0,20.05,214725.0,9.2345,kaggle_yield
1761.0,17.88,214725.0,9.2345,kaggle_yield
1761.0,27.72,214725.0,9.2345,kaggle_yield
1761.0,27.24,214725.0,9.2345,kaggle_yield
1761.0,18.75,214725.0,9.2345,kaggle_yield
1761.0,25.94,214725.0,9.2345,kaggle_yield
1761.0,24.24,214725.0,9.2345,kaggle_yield
1761.0,25.37,214725.0,9.2345,kaggle_yield
1761.0,22.05,232232.0,13.6059,kaggle_yield
1761.0,20.78,232232.0,13.6059,kaggle_yield
1761.0,18.53,232232.0,13.6059,kaggle_yield
1761.0,28.17,232232.0,13.6059,kaggle_yield
1761.0,27.6,232232.0,13.6059,kaggle_yield
1761.0,19.42,232232.0,13.6059,kaggle_yield
1761.0,26.27,232232.0,13.6059,kaggle_yield
1761.0,24.79,232232.0,13.6059,kaggle_yield
1761.0,25.7,232232.0,13.6059,kaggle_yield
1761.0,22.05,232232.0,3.0403,kaggle_yield
1761.0,20.78,232232.0,3.0403,kaggle_yield
1761.0,18.53,232232.0,3.0403,kaggle_yield
1761.0,28.17,232232.0,3.0403,kaggle_yield
1761.0,27.6,232232.0,3.0403,kaggle_yield
1761.0,19.42,232232.0,3.0403,kaggle_yield
1761.0,26.27,232232.0,3.0403,kaggle_yield
1761.0,24.79,232232.0,3.0403,kaggle_yield
1761.0,25.7,232232.0,3.0403,kaggle_yield
1761.0,22.05,232232.0,22.009500000000003,kaggle_yield
1761.0,20.78,232232.0,22.009500000000003,kaggle_yield
1761.0,18.53,232232.0,22.009500000000003,kaggle_yield
1761.0,28.17,232232.0,22.009500000000003,kaggle_yield
1761.0,27.6,232232.0,22.009500000000003,kaggle_yield
1761.0,19.42,232232.0,22.009500000000003,kaggle_yield
1761.0,26.27,232232.0,22.009500000000003,kaggle_yield
1761.0,24.79,232232.0,22.009500000000003,kaggle_yield
1761.0,25.7,232232.0,22.009500000000003,kaggle_yield
1761.0,22.05,232232.0,3.3691,kaggle_yield
1761.0,20.78,232232.0,3.3691,kaggle_yield
1761.0,18.53,232232.0,3.3691,kaggle_yield
1761.0,28.17,232232.0,3.3691,kaggle_yield
1761.0,27.6,232232.0,3.3691,kaggle_yield
1761.0,19.42,232232.0,3.3691,kaggle_yield
1761.0,26.27,232232.0,3.3691,kaggle_yield
1761.0,24.79,232232.0,3.3691,kaggle_yield
1761.0,25.7,232232.0,3.3691,kaggle_yield
1761.0,22.05,232232.0,1.9296,kaggle_yield
1761.0,20.78,232232.0,1.9296,kaggle_yield
1761.0,18.53,232232.0,1.9296,kaggle_yield
1761.0,28.17,232232.0,1.9296,kaggle_yield
1761.0,27.6,232232.0,1.9296,kaggle_yield
1761.0,19.42,232232.0,1.9296,kaggle_yield
1761.0,26.27,232232.0,1.9296,kaggle_yield
1761.0,24.79,232232.0,1.9296,kaggle_yield
1761.0,25.7,232232.0,1.9296,kaggle_yield
1761.0,22.05,232232.0,2.2303,kaggle_yield
1761.0,20.78,232232.0,2.2303,kaggle_yield
1761.0,18.53,232232.0,2.2303,kaggle_yield
1761.0,28.17,232232.0,2.2303,kaggle_yield
1761.0,27.6,232232.0,2.2303,kaggle_yield
1761.0,19.42,232232.0,2.2303,kaggle_yield
1761.0,26.27,232232.0,2.2303,kaggle_yield
1761.0,24.79,232232.0,2.2303,kaggle_yield
1761.0,25.7,232232.0,2.2303,kaggle_yield
1761.0,22.05,232232.0,11.336,kaggle_yield
1761.0,20.78,232232.0,11.336,kaggle_yield
1761.0,18.53,232232.0,11.336,kaggle_yield
1761.0,28.17,232232.0,11.336,kaggle_yield
1761.0,27.6,232232.0,11.336,kaggle_yield
1761.0,19.42,232232.0,11.336,kaggle_yield
1761.0,26.27,232232.0,11.336,kaggle_yield
1761.0,24.79,232232.0,11.336,kaggle_yield
1761.0,25.7,232232.0,11.336,kaggle_yield
1761.0,22.05,232232.0,1.9735,kaggle_yield
1761.0,20.78,232232.0,1.9735,kaggle_yield
1761.0,18.53,232232.0,1.9735,kaggle_yield
1761.0,28.17,232232.0,1.9735,kaggle_yield
1761.0,27.6,232232.0,1.9735,kaggle_yield
1761.0,19.42,232232.0,1.9735,kaggle_yield
1761.0,26.27,232232.0,1.9735,kaggle_yield
1761.0,24.79,232232.0,1.9735,kaggle_yield
1761.0,25.7,232232.0,1.9735,kaggle_yield
1761.0,22.05,232232.0,9.2462,kaggle_yield
1761.0,20.78,232232.0,9.2462,kaggle_yield
1761.0,18.53,232232.0,9.2462,kaggle_yield
1761.0,28.17,232232.0,9.2462,kaggle_yield
1761.0,27.6,232232.0,9.2462,kaggle_yield
1761.0,19.42,232232.0,9.2462,kaggle_yield
1761.0,26.27,232232.0,9.2462,kaggle_yield
1761.0,24.79,232232.0,9.2462,kaggle_yield
1761.0,25.7,232232.0,9.2462,kaggle_yield
1761.0,21.82,238716.0,14.0463,kaggle_yield
1761.0,20.6,238716.0,14.0463,kaggle_yield
1761.0,18.47,238716.0,14.0463,kaggle_yield
1761.0,27.76,238716.0,14.0463,kaggle_yield
1761.0,27.34,238716.0,14.0463,kaggle_yield
1761.0,19.35,238716.0,14.0463,kaggle_yield
1761.0,26.26,238716.0,14.0463,kaggle_yield
1761.0,24.57,238716.0,14.0463,kaggle_yield
1761.0,25.41,238716.0,14.0463,kaggle_yield
1761.0,21.82,238716.0,3.3823000000000003,kaggle_yield
1761.0,20.6,238716.0,3.3823000000000003,kaggle_yield
1761.0,18.47,238716.0,3.3823000000000003,kaggle_yield
1761.0,27.76,238716.0,3.3823000000000003,kaggle_yield
1761.0,27.34,238716.0,3.3823000000000003,kaggle_yield
1761.0,19.35,238716.0,3.3823000000000003,kaggle_yield
1761.0,26.26,238716.0,3.3823000000000003,kaggle_yield
1761.0,24.57,238716.0,3.3823000000000003,kaggle_yield
1761.0,25.41,238716.0,3.3823000000000003,kaggle_yield
1761.0,21.82,238716.0,22.3802,kaggle_yield
1761.0,20.6,238716.0,22.3802,kaggle_yield
1761.0,18.47,238716.0,22.3802,kaggle_yield
1761.0,27.76,238716.0,22.3802,kaggle_yield
1761.0,27.34,238716.0,22.3802,kaggle_yield
1761.0,19.35,238716.0,22.3802,kaggle_yield
1761.0,26.26,238716.0,22.3802,kaggle_yield
1761.0,24.57,238716.0,22.3802,kaggle_yield
1761.0,25.41,238716.0,22.3802,kaggle_yield
1761.0,21.82,238716.0,3.8798,kaggle_yield
1761.0,20.6,238716.0,3.8798,kaggle_yield
1761.0,18.47,238716.0,3.8798,kaggle_yield
1761.0,27.76,238716.0,3.8798,kaggle_yield
1761.0,27.34,238716.0,3.8798,kaggle_yield
1761.0,19.35,238716.0,3.8798,kaggle_yield
1761.0,26.26,238716.0,3.8798,kaggle_yield
1761.0,24.57,238716.0,3.8798,kaggle_yield
1761.0,25.41,238716.0,3.8798,kaggle_yield
1761.0,21.82,238716.0,2.2223,kaggle_yield
1761.0,20.6,238716.0,2.2223,kaggle_yield
1761.0,18.47,238716.0,2.2223,kaggle_yield
1761.0,27.76,238716.0,2.2223,kaggle_yield
1761.0,27.34,238716.0,2.2223,kaggle_yield
1761.0,19.35,238716.0,2.2223,kaggle_yield
1761.0,26.26,238716.0,2.2223,kaggle_yield
1761.0,24.57,238716.0,2.2223,kaggle_yield
1761.0,25.41,238716.0,2.2223,kaggle_yield
1761.0,21.82,238716.0,2.3796,kaggle_yield
1761.0,20.6,238716.0,2.3796,kaggle_yield
1761.0,18.47,238716.0,2.3796,kaggle_yield
1761.0,27.76,238716.0,2.3796,kaggle_yield
1761.0,27.34,238716.0,2.3796,kaggle_yield
1761.0,19.35,238716.0,2.3796,kaggle_yield
1761.0,26.26,238716.0,2.3796,kaggle_yield
1761.0,24.57,238716.0,2.3796,kaggle_yield
1761.0,25.41,238716.0,2.3796,kaggle_yield
1761.0,21.82,238716.0,11.6902,kaggle_yield
1761.0,20.6,238716.0,11.6902,kaggle_yield
1761.0,18.47,238716.0,11.6902,kaggle_yield
1761.0,27.76,238716.0,11.6902,kaggle_yield
1761.0,27.34,238716.0,11.6902,kaggle_yield
1761.0,19.35,238716.0,11.6902,kaggle_yield
1761.0,26.26,238716.0,11.6902,kaggle_yield
1761.0,24.57,238716.0,11.6902,kaggle_yield
1761.0,25.41,238716.0,11.6902,kaggle_yield
1761.0,21.82,238716.0,1.5927,kaggle_yield
1761.0,20.6,238716.0,1.5927,kaggle_yield
1761.0,18.47,238716.0,1.5927,kaggle_yield
1761.0,27.76,238716.0,1.5927,kaggle_yield
1761.0,27.34,238716.0,1.5927,kaggle_yield
1761.0,19.35,238716.0,1.5927,kaggle_yield
1761.0,26.26,238716.0,1.5927,kaggle_yield
1761.0,24.57,238716.0,1.5927,kaggle_yield
1761.0,25.41,238716.0,1.5927,kaggle_yield
1761.0,21.82,238716.0,9.2308,kaggle_yield
1761.0,20.6,238716.0,9.2308,kaggle_yield
1761.0,18.47,238716.0,9.2308,kaggle_yield
1761.0,27.76,238716.0,9.2308,kaggle_yield
1761.0,27.34,238716.0,9.2308,kaggle_yield
1761.0,19.35,238716.0,9.2308,kaggle_yield
1761.0,26.26,238716.0,9.2308,kaggle_yield
1761.0,24.57,238716.0,9.2308,kaggle_yield
1761.0,25.41,238716.0,9.2308,kaggle_yield
1761.0,22.19,304031.0,14.0099,kaggle_yield
1761.0,20.93,304031.0,14.0099,kaggle_yield
1761.0,18.66,304031.0,14.0099,kaggle_yield
1761.0,27.92,304031.0,14.0099,kaggle_yield
1761.0,27.32,304031.0,14.0099,kaggle_yield
1761.0,19.05,304031.0,14.0099,kaggle_yield
1761.0,25.95,304031.0,14.0099,kaggle_yield
1761.0,24.78,304031.0,14.0099,kaggle_yield
1761.0,25.44,304031.0,14.0099,kaggle_yield
1761.0,22.19,304031.0,3.7852,kaggle_yield
1761.0,20.93,304031.0,3.7852,kaggle_yield
1761.0,18.66,304031.0,3.7852,kaggle_yield
1761.0,27.92,304031.0,3.7852,kaggle_yield
1761.0,27.32,304031.0,3.7852,kaggle_yield
1761.0,19.05,304031.0,3.7852,kaggle_yield
1761.0,25.95,304031.0,3.7852,kaggle_yield
1761.0,24.78,304031.0,3.7852,kaggle_yield
1761.0,25.44,304031.0,3.7852,kaggle_yield
1761.0,22.19,304031.0,24.0356,kaggle_yield
1761.0,20.93,304031.0,24.0356,kaggle_yield
1761.0,18.66,304031.0,24.0356,kaggle_yield
1761.0,27.92,304031.0,24.0356,kaggle_yield
1761.0,27.32,304031.0,24.0356,kaggle_yield
1761.0,19.05,304031.0,24.0356,kaggle_yield
1761.0,25.95,304031.0,24.0356,kaggle_yield
1761.0,24.78,304031.0,24.0356,kaggle_yield
1761.0,25.44,304031.0,24.0356,kaggle_yield
1761.0,22.19,304031.0,3.826,kaggle_yield
1761.0,20.93,304031.0,3.826,kaggle_yield
1761.0,18.66,304031.0,3.826,kaggle_yield
1761.0,27.92,304031.0,3.826,kaggle_yield
1761.0,27.32,304031.0,3.826,kaggle_yield
1761.0,19.05,304031.0,3.826,kaggle_yield
1761.0,25.95,304031.0,3.826,kaggle_yield
1761.0,24.78,304031.0,3.826,kaggle_yield
1761.0,25.44,304031.0,3.826,kaggle_yield
1761.0,22.19,304031.0,2.1731000000000003,kaggle_yield
1761.0,20.93,304031.0,2.1731000000000003,kaggle_yield
1761.0,18.66,304031.0,2.1731000000000003,kaggle_yield
1761.0,27.92,304031.0,2.1731000000000003,kaggle_yield
1761.0,27.32,304031.0,2.1731000000000003,kaggle_yield
1761.0,19.05,304031.0,2.1731000000000003,kaggle_yield
1761.0,25.95,304031.0,2.1731000000000003,kaggle_yield
1761.0,24.78,304031.0,2.1731000000000003,kaggle_yield
1761.0,25.44,304031.0,2.1731000000000003,kaggle_yield
1761.0,22.19,304031.0,2.8133000000000004,kaggle_yield
1761.0,20.93,304031.0,2.8133000000000004,kaggle_yield
1761.0,18.66,304031.0,2.8133000000000004,kaggle_yield
1761.0,27.92,304031.0,2.8133000000000004,kaggle_yield
1761.0,27.32,304031.0,2.8133000000000004,kaggle_yield
1761.0,19.05,304031.0,2.8133000000000004,kaggle_yield
1761.0,25.95,304031.0,2.8133000000000004,kaggle_yield
1761.0,24.78,304031.0,2.8133000000000004,kaggle_yield
1761.0,25.44,304031.0,2.8133000000000004,kaggle_yield
1761.0,22.19,304031.0,12.068,kaggle_yield
1761.0,20.93,304031.0,12.068,kaggle_yield
1761.0,18.66,304031.0,12.068,kaggle_yield
1761.0,27.92,304031.0,12.068,kaggle_yield
1761.0,27.32,304031.0,12.068,kaggle_yield
1761.0,19.05,304031.0,12.068,kaggle_yield
1761.0,25.95,304031.0,12.068,kaggle_yield
1761.0,24.78,304031.0,12.068,kaggle_yield
1761.0,25.44,304031.0,12.068,kaggle_yield
1761.0,22.19,304031.0,2.2199,kaggle_yield
1761.0,20.93,304031.0,2.2199,kaggle_yield
1761.0,18.66,304031.0,2.2199,kaggle_yield
1761.0,27.92,304031.0,2.2199,kaggle_yield
1761.0,27.32,304031.0,2.2199,kaggle_yield
1761.0,19.05,304031.0,2.2199,kaggle_yield
1761.0,25.95,304031.0,2.2199,kaggle_yield
1761.0,24.78,304031.0,2.2199,kaggle_yield
1761.0,25.44,304031.0,2.2199,kaggle_yield
1761.0,22.19,304031.0,9.2593,kaggle_yield
1761.0,20.93,304031.0,9.2593,kaggle_yield
1761.0,18.66,304031.0,9.2593,kaggle_yield
1761.0,27.92,304031.0,9.2593,kaggle_yield
1761.0,27.32,304031.0,9.2593,kaggle_yield
1761.0,19.05,304031.0,9.2593,kaggle_yield
1761.0,25.95,304031.0,9.2593,kaggle_yield
1761.0,24.78,304031.0,9.2593,kaggle_yield
1761.0,25.44,304031.0,9.2593,kaggle_yield
1761.0,21.86,312637.0,14.1371,kaggle_yield
1761.0,20.22,312637.0,14.1371,kaggle_yield
1761.0,17.88,312637.0,14.1371,kaggle_yield
1761.0,27.54,312637.0,14.1371,kaggle_yield
1761.0,26.94,312637.0,14.1371,kaggle_yield
1761.0,18.8,312637.0,14.1371,kaggle_yield
1761.0,25.96,312637.0,14.1371,kaggle_yield
1761.0,24.26,312637.0,14.1371,kaggle_yield
1761.0,25.54,312637.0,14.1371,kaggle_yield
1761.0,21.86,312637.0,4.08,kaggle_yield
1761.0,20.22,312637.0,4.08,kaggle_yield
1761.0,17.88,312637.0,4.08,kaggle_yield
1761.0,27.54,312637.0,4.08,kaggle_yield
1761.0,26.94,312637.0,4.08,kaggle_yield
1761.0,18.8,312637.0,4.08,kaggle_yield
1761.0,25.96,312637.0,4.08,kaggle_yield
1761.0,24.26,312637.0,4.08,kaggle_yield
1761.0,25.54,312637.0,4.08,kaggle_yield
1761.0,21.86,312637.0,25.3729,kaggle_yield
1761.0,20.22,312637.0,25.3729,kaggle_yield
1761.0,17.88,312637.0,25.3729,kaggle_yield
1761.0,27.54,312637.0,25.3729,kaggle_yield
1761.0,26.94,312637.0,25.3729,kaggle_yield
1761.0,18.8,312637.0,25.3729,kaggle_yield
1761.0,25.96,312637.0,25.3729,kaggle_yield
1761.0,24.26,312637.0,25.3729,kaggle_yield
1761.0,25.54,312637.0,25.3729,kaggle_yield
1761.0,21.86,312637.0,4.2311000000000005,kaggle_yield
1761.0,20.22,312637.0,4.2311000000000005,kaggle_yield
1761.0,17.88,312637.0,4.2311000000000005,kaggle_yield
1761.0,27.54,312637.0,4.2311000000000005,kaggle_yield
1761.0,26.94,312637.0,4.2311000000000005,kaggle_yield
1761.0,18.8,312637.0,4.2311000000000005,kaggle_yield
1761.0,25.96,312637.0,4.2311000000000005,kaggle_yield
1761.0,24.26,312637.0,4.2311000000000005,kaggle_yield
1761.0,25.54,312637.0,4.2311000000000005,kaggle_yield
1761.0,21.86,312637.0,2.4105000000000003,kaggle_yield
1761.0,20.22,312637.0,2.4105000000000003,kaggle_yield
1761.0,17.88,312637.0,2.4105000000000003,kaggle_yield
1761.0,27.54,312637.0,2.4105000000000003,kaggle_yield
1761.0,26.94,312637.0,2.4105000000000003,kaggle_yield
1761.0,18.8,312637.0,2.4105000000000003,kaggle_yield
1761.0,25.96,312637.0,2.4105000000000003,kaggle_yield
1761.0,24.26,312637.0,2.4105000000000003,kaggle_yield
1761.0,25.54,312637.0,2.4105000000000003,kaggle_yield
1761.0,21.86,312637.0,2.8162000000000003,kaggle_yield
1761.0,20.22,312637.0,2.8162000000000003,kaggle_yield
1761.0,17.88,312637.0,2.8162000000000003,kaggle_yield
1761.0,27.54,312637.0,2.8162000000000003,kaggle_yield
1761.0,26.94,312637.0,2.8162000000000003,kaggle_yield
1761.0,18.8,312637.0,2.8162000000000003,kaggle_yield
1761.0,25.96,312637.0,2.8162000000000003,kaggle_yield
1761.0,24.26,312637.0,2.8162000000000003,kaggle_yield
1761.0,25.54,312637.0,2.8162000000000003,kaggle_yield
1761.0,21.86,312637.0,12.0398,kaggle_yield
1761.0,20.22,312637.0,12.0398,kaggle_yield
1761.0,17.88,312637.0,12.0398,kaggle_yield
1761.0,27.54,312637.0,12.0398,kaggle_yield
1761.0,26.94,312637.0,12.0398,kaggle_yield
1761.0,18.8,312637.0,12.0398,kaggle_yield
